Reservoir,Site,Depth_m,Date,Rep,Dilution,Sample.Name,Max.Fl.Ex,Max.Fl.Em,Max.Fl,B.,T.,A.,C.,M.,N.,FI.,BIX.,HIX.,T.B,T.M.,T.N.,T.C.,A.T.,A.C.,A.M.,M.C.,C.N.,A254,a254,A350,a350,NOTES,NOTES_extra,TIME
CCR,98,0.1,5/22/2024,2,1,20240614_CP1_22may24_01r2.csv,300,300,6.456808128,0.072182366,0.085500558,0.235712,0.110507694,0.100859724,0.089397473,1.435536927,0.61937829,3.515425648,1.184507557,0.847717544,0.956409113,0.773706832,2.756847522,2.132991763,2.337028012,0.912694137,1.2361389,0.07,16.121,0.015,3.4545,,,
CCR,92,0.1,5/22/2024,1,1,20240614_CC2_22may24_01r1.csv,300,300,8.299731982,0.068239009,0.067592484,0.176145203,0.072476375,0.076058862,0.074068146,1.396210783,0.675712052,2.866105909,0.990525577,0.888686495,0.912571556,0.932614023,2.605988028,2.430380977,2.315906366,1.049429724,0.978509366,0.055,12.6665,0.011,2.5333,,,
CCR,92,2,5/22/2024,1,1,20240614_CC2_22may24_BOTr1.csv,300,300,3.430322424,0.092017846,0.077372026,0.197682734,0.088243082,0.087364823,0.083465427,1.441636258,0.663584249,2.918330778,0.840837182,0.885619911,0.926994921,0.876805574,2.554963899,2.240206589,2.2627269,0.990047269,1.057241135,0.056,12.8968,0.01,2.303,,,
CCR,88,1.5,6/19/2024,1,1,20240708_CC4_19jun24_15r1.csv,300,300,3.102062221,0.058049093,0.070689685,0.150835459,0.060010542,0.071934739,0.072610721,1.471517731,0.750736064,2.897329333,1.217756924,0.982691884,0.973543343,1.17795444,2.133769024,2.513482697,2.096837502,1.198701709,0.826469437,0.048,11.0544,0.007,1.6121,,,
CCR,90,6,6/19/2024,1,1,20240708_CC3_19jun24_BOTr1.csv,300,300,10.2437651,0.069366259,0.086087971,0.22458829,0.10425483,0.100637564,0.094154762,1.518104693,0.709947542,3.351381187,1.241064061,0.855425828,0.914324129,0.825745639,2.608823127,2.15422432,2.231654685,0.965303609,1.107270915,0.056,12.8968,0.013,2.9939,,,
CCR,92,1.5,6/19/2024,1,1,20240708_CC2_19jun24_BOTr1.csv,300,300,5.206272254,0.054936948,0.071926196,0.181257831,0.076428551,0.080615674,0.075733045,1.435050278,0.691530806,3.253717465,1.309249945,0.892211056,0.949733307,0.941090659,2.520053088,2.371598421,2.248419228,1.054784798,1.009183651,0.055,12.6665,0.011,2.5333,,,
CCR,90,1.5,6/19/2024,2,1,20240708_CC3_19jun24_15r2.csv,300,300,1.505245643,0.05153347,0.066516005,0.158557238,0.064043811,0.072665484,0.070249398,1.466960731,0.725268225,3.133113993,1.29073408,0.915372764,0.946855166,1.038601609,2.383745636,2.475762052,2.182015831,1.134621489,0.911663489,0.048,11.0544,0.007,1.6121,,,
CCR,90,1.5,6/19/2024,1,1,20240708_CC3_19jun24_15r1.csv,300,300,4.101536546,0.061776875,0.069864871,0.154478488,0.060856446,0.072209715,0.071027528,1.454480354,0.753375489,2.960683101,1.130922703,0.967527302,0.983630889,1.148027459,2.211103895,2.538407986,2.139303387,1.186558205,0.856800838,0.048,11.0544,0.008,1.8424,,,
CCR,90,0.1,6/19/2024,2,1,20240708_CC3_19jun24_01r2.csv,300,300,3.960071014,0.059632153,0.066466308,0.152096867,0.059867317,0.072064404,0.070831402,1.464090801,0.73655293,2.937530065,1.114605213,0.922318157,0.938373462,1.11022694,2.288330297,2.540565943,2.110568582,1.203735318,0.845208694,0.048,11.0544,0.008,1.8424,,,
CCR,92,1.5,6/19/2024,2,1,20240708_CC2_19jun24_BOTr2.csv,300,300,4.288234278,0.046596276,0.06385025,0.178390541,0.076396782,0.079244576,0.074957999,1.433461344,0.69321617,3.526060993,1.370286561,0.805736537,0.851813698,0.835771468,2.79388944,2.335053077,2.251138803,1.037276366,1.019194518,0.052,11.9756,0.009,2.0727,,,
CCR,94,1,6/19/2024,1,1,20240708_CC1_19jun24_BOTr1.csv,300,300,3.281541641,0.043843659,0.062880397,0.179383841,0.076651506,0.078924192,0.073667048,1.408385515,0.69240607,3.620400484,1.434195909,0.796718911,0.853575621,0.820341312,2.852778461,2.340252024,2.272862549,1.029649604,1.040512783,0.054,12.4362,0.01,2.303,,,
CCR,94,0.1,6/19/2024,1,1,20240708_CC1_19jun24_01r1.csv,300,300,4.181638123,0.080852582,0.080723548,0.161433343,0.065048901,0.078019386,0.079347702,1.420886075,0.746588844,2.755150354,0.998404087,1.034660126,1.017339457,1.240967124,1.999829631,2.481722825,2.069143978,1.199395911,0.819795656,0.051,11.7453,0.009,2.0727,,,
CCR,100,0.1,6/19/2024,1,1,20240708_CS2_19jun24_01r1.csv,300,300,4.040752023,0.037637138,0.047804089,0.181201201,0.107687478,0.073846271,0.063070864,1.427091811,0.553881972,6.837363581,1.270130825,0.647346017,0.757942521,0.443915026,3.790495825,1.682658053,2.453762374,0.68574613,1.707404518,0.045,10.3635,0.013,2.9939,,,
CCR,96,0.1,6/19/2024,2,1,20240708_CP2_19jun24_01r2.csv,300,300,5.055167478,0.124360327,0.121888581,0.215725844,0.094370744,0.104530521,0.113176808,1.454687253,0.659589414,2.598984653,0.980124318,1.166057338,1.076974896,1.29159287,1.769860995,2.285939841,2.0637594,1.107658112,0.833834656,0.065,14.9695,0.014,3.2242,,,
CCR,98,0.1,6/19/2024,2,1,20240708_CP1_19jun24_01r2.csv,300,300,8.594931254,0.06772011,0.09029408,0.240199991,0.111556238,0.099982538,0.098372667,1.436473743,0.610540391,3.794135654,1.333342192,0.903098492,0.917877721,0.809404125,2.660196458,2.153173987,2.40241941,0.896252327,1.134016609,0.072,16.5816,0.018,4.1454,,,
CCR,98,0.3,6/19/2024,1,1,20240708_CP1_19jun24_BOTr1.csv,300,300,10.42318254,0.123710642,0.138008866,0.242851214,0.110738196,0.108871693,0.123102744,1.448994143,0.632015423,2.792871155,1.115577963,1.267628541,1.121086834,1.246262545,1.759678352,2.193021221,2.230618503,0.983144907,0.899559117,0.075,17.2725,0.019,4.3757,,,
CCR,101,0.1,6/19/2024,1,1,20240708_CS1_19jun24_01r1.csv,315,314,3.842577308,0.029527525,0.047364037,0.214124434,0.129121243,0.083341615,0.066268484,1.45258936,0.538132844,8.107076903,1.604063902,0.568311968,0.71472945,0.366818317,4.520823114,1.658320727,2.569237881,0.645452388,1.94845627,0.056,12.8968,0.018,4.1454,,,
CCR,96,1,6/19/2024,2,1,20240708_CP2_19jun24_BOTr2.csv,300,300,10.13787315,0.057140093,0.076370318,0.226377904,0.103357271,0.095171045,0.08661056,1.423314627,0.635326129,3.679461735,1.336545213,0.802453288,0.881766817,0.738896418,2.964213207,2.190246522,2.378642633,0.920796799,1.193356464,0.072,16.5816,0.019,4.3757,,,
CCR,98,0.1,7/11/2024,2,1,20240725_CP1_11jul24_01r2.csv,325,326,4.909312713,0.065239017,0.122170425,0.386132775,0.207848965,0.154147738,0.137610742,1.44578191,0.544530195,5.070848,1.872658904,0.792554124,0.887797157,0.587784622,3.160607606,1.857756547,2.504952593,0.741633416,1.510412357,0.09,20.9573,0.024,5.7575,,,
CCR,94,0.1,7/11/2024,1,1,20240725_CC1_11jul24_01r1.csv,300,300,5.121161254,0.042349939,0.060692943,0.154995974,0.064168367,0.069320077,0.066386886,1.439038834,0.717201518,3.17325181,1.433129404,0.875546394,0.91423091,0.945838988,2.553772573,2.415457665,2.235946366,1.08028426,0.966581968,0.054,12.6665,0.012,2.9939,,,
CCR,101,0.1,7/11/2024,1,1,20240725_CS1_11jul24_01r1.csv,315,316,2.518992658,0.057831765,0.084631707,0.298807162,0.176849435,0.115799117,0.10068926,1.475014793,0.538432891,7.036843187,1.463412135,0.730849333,0.840523677,0.478552317,3.530676292,1.68961332,2.580392412,0.654789292,1.756388273,0.07,16.3513,0.02,4.8363,,,
CCR,90,1.5,7/11/2024,2,1,20240725_CC3_11jul24_15r2.csv,300,300,2.912899875,0.056075058,0.070342432,0.155138959,0.062713231,0.070345862,0.071318988,1.479973432,0.749639336,2.949536197,1.254433514,0.999951237,0.986307209,1.121652166,2.205481898,2.473783546,2.205374352,1.121706863,0.879334289,0.046,10.8241,0.007,1.8424,,,
CCR,88,12,7/11/2024,2,1,20240725_CC4_11jul24_BOTr2.csv,315,316,1.942046883,0.028438794,0.061858074,0.25215189,0.127867903,0.11228153,0.088706041,1.466322134,0.680204935,6.47757331,2.175129969,0.550919409,0.697337782,0.48376545,4.076297136,1.97197172,2.245711208,0.878105659,1.44147909,0.047,11.0544,0.009,2.303,,,
CCR,88,9,7/11/2024,2,1,20240725_CC4_11jul24_9r2.csv,300,300,7.556974019,0.065878428,0.093563971,0.261656867,0.129963546,0.120934767,0.104802344,1.518257612,0.692008887,4.663399545,1.420252027,0.773673061,0.892766017,0.719924731,2.796555808,2.013309687,2.163619893,0.930528368,1.24008244,0.053,12.4362,0.012,2.9939,,,
CCR,96,0.5,7/11/2024,2,1,20240725_CP2_11jul24_BOTr2.csv,300,300,9.020055325,0.087505804,0.100894649,0.237100459,0.108734018,0.102325499,0.099389193,1.42400759,0.624794381,3.399183492,1.153005226,0.986016685,1.015147078,0.927903254,2.349980518,2.180554568,2.317119999,0.941062426,1.094022544,0.072,16.8119,0.017,4.1454,,,
CCR,92,0.1,7/11/2024,1,1,20240725_CC2_11jul24_01r1.csv,300,300,5.516259345,0.039434151,0.071193855,0.159157595,0.06479961,0.07069716,0.070608151,1.50720728,0.718548492,3.164678624,1.805385791,1.007025666,1.008295136,1.098677219,2.235552418,2.456150513,2.251258662,1.091012132,0.917735545,0.049,11.515,0.009,2.303,,,
CCR,88,1.5,7/11/2024,1,1,20240725_CC4_11jul24_15r1.csv,300,300,2.073679631,0.100749395,0.1030513,0.162114542,0.065111409,0.080586278,0.089496572,1.466565488,0.75530734,2.215772269,1.022847828,1.278769821,1.151455272,1.582691896,1.573144076,2.48980238,2.011689169,1.237667538,0.727529644,0.047,11.0544,0.007,1.8424,,,
CCR,96,0.1,7/11/2024,1,1,20240725_CP2_11jul24_01r1.csv,300,300,10.97923439,0.052542659,0.080381509,0.220636864,0.101050144,0.09258542,0.084440349,1.413379467,0.632402073,3.692024852,1.529833283,0.868187555,0.95193246,0.795461601,2.744870889,2.183439392,2.383062745,0.91623244,1.196704477,0.07,16.3513,0.018,4.3757,,,
CCR,88,6,7/11/2024,1,1,20240725_CC4_11jul24_6r1.csv,300,300,16.56935044,0.067562859,0.081948247,0.254041844,0.126167928,0.114590675,0.097190691,1.539001813,0.722594837,3.876094877,1.212918578,0.715138881,0.84316971,0.649517264,3.100027802,2.013521575,2.216950412,0.908239338,1.298148267,0.06,14.0483,0.018,4.3757,,,
CCR,90,0.1,7/11/2024,2,1,20240725_CC3_11jul24_01r2.csv,300,300,4.60629065,0.051511543,0.06891306,0.151162638,0.060689588,0.069302982,0.06861651,1.465236214,0.744680888,2.912414225,1.33781782,0.994373666,1.004321856,1.135500555,2.193526702,2.490750786,2.181185187,1.141925409,0.884475002,0.046,10.8241,0.007,1.8424,,,
CCR,94,0.5,7/11/2024,2,1,20240725_CC1_11jul24_BOTr2.csv,300,300,9.658766508,0.078333122,0.103009234,0.176853238,0.072338583,0.082113756,0.088120267,1.43800315,0.714473276,2.602088958,1.315015044,1.254469889,1.168961896,1.423987459,1.716867805,2.444798224,2.153758965,1.13513084,0.820907437,0.054,12.6665,0.01,2.5333,,,
CCR,88,0.1,7/11/2024,1,1,20240725_CC4_11jul24_01r1.csv,300,300,3.738180288,0.059795184,0.072889522,0.147851075,0.058121603,0.072002295,0.072821733,1.45299303,0.769581059,2.719729069,1.218986498,1.012322201,1.000930883,1.25408658,2.028427015,2.543823098,2.0534217,1.238821572,0.798135391,0.046,10.8241,0.007,1.8424,,,
CCR,92,1,7/11/2024,1,1,20240726_CC2_11jul24_BOTr1.csv,300,300,15.18278455,0.081514686,0.079855995,0.15925308,0.065321856,0.077241944,0.08045971,1.48734707,0.790288784,2.059364995,0.979651628,1.033842379,0.992496678,1.2225004,1.994253281,2.437975434,2.061743557,1.182482383,0.811857958,0.056,12.8968,0.015,3.4545,PART,small white particulates: allowed sample to settle and pipeted from top; will need to compare to dup,
CCR,92,0.1,6/19/2024,2,1,20240726_CC2_19jun24_01r2.csv,300,300,4.610064982,0.089668703,0.086427002,0.163894137,0.066575112,0.07885405,0.084939063,1.463876123,0.716232307,2.608768892,0.963848025,1.096037582,1.017517728,1.298187866,1.896330239,2.461792905,2.07844921,1.184437365,0.78379852,0.051,11.7453,0.009,2.0727,,,
CCR,90,1.5,7/11/2024,1,1,20240726_CC3_11jul24_15r1.csv,300,300,4.570993961,0.067138769,0.076883015,0.157299884,0.063889444,0.071786238,0.074732262,1.490286889,0.745474934,2.761209542,1.145135913,1.070999364,1.028779442,1.203375862,2.045964033,2.462063732,2.191226178,1.123600912,0.85491115,0.047,10.8241,0.008,1.8424,,,
CCR,90,5,7/11/2024,1,1,20240726_CC3_11jul24_BOTr1.csv,300,300,3.647377688,0.051013514,0.059935836,0.163658132,0.069750172,0.073663952,0.070351377,1.433543561,0.715703161,3.377067849,1.174901145,0.813638621,0.851949721,0.859293017,2.730555582,2.346347345,2.221685478,1.056111393,0.991454259,0.048,11.0544,0.008,1.8424,,,
CCR,88,0.1,6/19/2024,1,1,20240726_CC4_19jun24_01r1.csv,300,300,5.976067872,0.064731212,0.068827394,0.156451401,0.060816909,0.072715069,0.071755861,1.476607619,0.758254917,2.816692731,1.063279858,0.946535496,0.959188463,1.13171478,2.273097831,2.572498412,2.151567783,1.195639028,0.847553182,0.049,11.2847,0.009,2.0727,,,
CCR,88,6,6/19/2024,1,1,20240726_CC4_19jun24_6r1.csv,300,300,2.258991953,0.041720131,0.061366437,0.218405559,0.107493151,0.097338844,0.081491876,1.560998104,0.692197295,4.866260609,1.47090711,0.630441398,0.753037484,0.570886947,3.559039274,2.031809066,2.243765695,0.905535311,1.319065863,0.051,11.7453,0.01,2.303,,,
CCR,88,9,6/19/2024,2,1,20240726_CC4_19jun24_9r2.csv,300,300,6.345861108,0.07141893,0.082035023,0.24024012,0.119101151,0.113329794,0.099145516,1.504330519,0.695980035,4.417030324,1.148645364,0.723861041,0.827420406,0.688784465,2.928506783,2.017109977,2.119831968,0.95154239,1.201276232,0.052,11.9756,0.012,2.7636,,,
CCR,88,13,6/19/2024,2,1,20240726_CC4_19jun24_BOTr2.csv,300,300,2.635388102,0.085775684,0.091642966,0.250771043,0.122520465,0.118820125,0.104878095,1.465550805,0.680397808,4.283052417,1.068402617,0.771274777,0.873804637,0.747980886,2.736391617,2.046768626,2.110509834,0.969798194,1.168217869,0.05,11.515,0.009,2.0727,,,
CCR,88,0.1,5/22/2024,1,1,20240726_CC5_22may24_01r1.csv,300,300,5.251503478,0.123634501,0.133109363,0.202976526,0.082653294,0.091727216,0.117594849,1.479407592,0.706902332,2.168426172,1.076636072,1.451143617,1.131931917,1.610454435,1.524885407,2.455758466,2.212827725,1.109782943,0.702864914,0.059,13.5877,0.01,2.303,,,
CCR,88,13,5/22/2024,1,1,20240726_CC5_22may24_13r1.csv,300,300,2.833810951,0.045708926,0.06027827,0.237488171,0.118343271,0.104647307,0.084512629,1.49104651,0.665680073,5.792792912,1.318741763,0.576013582,0.713245713,0.509351057,3.939863736,2.006773757,2.269415023,0.884269178,1.400302805,0.049,11.2847,0.01,2.303,,,
CCR,88,1.5,5/22/2024,2,1,20240726_CC5_22may24_15r2.csv,300,300,3.542695509,0.048973545,0.063917698,0.175652178,0.074419701,0.078921791,0.073420451,1.47604044,0.705057132,3.365311345,1.305147455,0.809886555,0.87057076,0.858881415,2.748099259,2.36029138,2.225648643,1.060495954,1.013609965,0.052,11.9756,0.009,2.0727,,,
CCR,88,6,5/22/2024,2,1,20240726_CC5_22may24_6r2.csv,300,300,2.604035448,0.048708639,0.068672584,0.211733394,0.101047722,0.094515715,0.085405252,1.502008026,0.68609475,4.057523,1.409864543,0.726573183,0.80407916,0.679605459,3.083230349,2.095380178,2.24019249,0.935357201,1.183155827,0.054,12.4362,0.01,2.303,,,
CCR,88,9,5/22/2024,2,1,20240726_CC5_22may24_9r2.csv,300,300,5.182229182,0.070609616,0.084974647,0.245583241,0.120382464,0.111422003,0.102371448,1.460044388,0.695525366,4.212898834,1.20344298,0.762637944,0.83006198,0.705872303,2.890076622,2.040025042,2.204082093,0.925566724,1.175937881,0.056,12.8968,0.012,2.7636,,,
CCR,100,0.1,7/11/2024,2,1,20240726_CS2_11jul24_01r2.csv,300,300,2.243549247,0.088675514,0.093040965,0.275341601,0.161732054,0.112707091,0.10404342,1.474172676,0.561259466,5.35295528,1.049229497,0.825511189,0.894251315,0.575278448,2.959358826,1.702455352,2.442983824,0.696875409,1.554466917,0.064,14.7392,0.017,3.9151,,,
CCR,92,0.1,8/15/2024,2,1,20240822_CC2_15aug24_01r2.csv,300,300,2.592093318,0.053692507,0.060486606,0.141919708,0.057483698,0.062430783,0.062924859,1.444357176,0.740569439,3.085386043,1.126537193,0.968858678,0.961251356,1.052239296,2.346299732,2.468868779,2.273232858,1.086060661,0.913529232,0.044,9.9029,0.007,1.3818,,,
CCR,92,0.5,8/15/2024,1,1,20240822_CC2_15aug24_BOTr1.csv,300,300,3.055307373,0.060520696,0.064979256,0.144110013,0.058988787,0.063219483,0.064115096,1.422045371,0.727360111,3.069830097,1.073669995,1.027835924,1.013478252,1.101552657,2.217784918,2.44300687,2.27951901,1.071720332,0.920045216,0.045,10.1332,0.007,1.3818,,,
CCR,90,0.1,8/15/2024,2,1,20240822_CC3_15aug24_01r2.csv,310,310,1.470151394,0.119126997,0.098537737,0.152247227,0.061088748,0.084861724,0.092664131,1.470752527,0.767226865,2.083657153,0.827165454,1.161156429,1.063385963,1.613025976,1.545065188,2.492230282,1.794062376,1.389154756,0.659249125,0.047,10.5938,0.007,1.3818,,,
CCR,90,1.5,8/15/2024,2,1,20240822_CC3_15aug24_15r2.csv,300,300,7.133996561,0.088940194,0.086972841,0.150082324,0.057696606,0.074097287,0.078433112,1.451561773,0.7558725,2.196044768,0.977880046,1.173765527,1.108879124,1.507416929,1.725622883,2.601233146,2.025476653,1.284257285,0.735615411,0.047,10.5938,0.009,1.8424,,,
CCR,90,4,8/15/2024,1,1,20240822_CC3_15aug24_BOTr1.csv,300,300,12.44493959,0.071478351,0.068622573,0.15347567,0.060259269,0.067356258,0.070892382,1.401698039,0.75082418,2.486679277,0.960046944,1.018800261,0.967982319,1.138788678,2.236518743,2.546922223,2.278565878,1.117774232,0.850010487,0.051,11.515,0.012,2.5333,,,
CCR,88,0.1,8/15/2024,2,1,20240822_CC4_15aug24_01r2.csv,300,300,1.748613906,0.057993577,0.066317585,0.132662944,0.052516968,0.060175548,0.062795482,1.462052293,0.760482465,2.923585555,1.143533289,1.102068653,1.056088489,1.262783965,2.000418785,2.526096766,2.204598836,1.145830581,0.836317627,0.041,9.212,0.006,1.1515,,,
CCR,88,1.5,8/15/2024,1,1,20240822_CC4_15aug24_15r1.csv,300,300,1.837018346,0.073494004,0.074277423,0.138765484,0.054603177,0.063193595,0.067927271,1.446958685,0.758143004,2.637577407,1.010659635,1.175394807,1.093484573,1.36031322,1.868205415,2.541344524,2.195878944,1.157324511,0.803847641,0.045,10.1332,0.007,1.3818,,,
CCR,88,6,8/15/2024,1,1,20240822_CC4_15aug24_6r1.csv,300,300,3.530979223,0.195762685,0.155156038,0.201472773,0.085567325,0.103041089,0.128348393,1.549591756,0.726471357,1.800444543,0.792572077,1.505768614,1.208866227,1.813262694,1.298517129,2.354552668,1.955266338,1.204210712,0.66668014,0.053,11.9756,0.009,1.8424,,,
CCR,88,6,8/15/2024,2,1,20240822_CC4_15aug24_6r2.csv,300,300,3.330974076,0.083281563,0.081286393,0.1794109,0.078930173,0.085125449,0.083306342,1.491376691,0.746478323,2.863880774,0.976043077,0.954901187,0.975752758,1.029851952,2.207145553,2.273033155,2.107605908,1.078490598,0.94746896,0.048,10.8241,0.008,1.6121,,,
CCR,96,0.1,8/15/2024,2,1,20240822_CP2_15aug24_01r2.csv,300,300,8.679370209,0.064124431,0.071680377,0.232049316,0.116557532,0.095724067,0.083766619,1.438619659,0.599307273,4.291607564,1.11783257,0.748822938,0.8557153,0.614978512,3.237278109,1.990856473,2.424148104,0.821260248,1.39145561,0.07,15.8907,0.019,4.1454,,,
CCR,101,0.1,8/15/2024,1,1,20240822_CS1_15aug24_01r1.csv,315,314,4.749897084,0.043306775,0.072620142,0.305432003,0.179927057,0.118325888,0.092384613,1.452513439,0.533471516,8.522979636,1.676877183,0.613729957,0.786063171,0.403608792,4.205885503,1.697532367,2.581277931,0.657632542,1.947586839,0.074,16.8119,0.022,4.8363,,,
CCR,101,0.1,8/15/2024,2,1,20240822_CS1_15aug24_01r2.csv,240,448,1.349237635,0.017441066,0.038419954,0.289403261,0.17457938,0.110122481,0.076593935,1.466050397,0.524223195,14.24624212,2.202844339,0.348883836,0.501605695,0.220071544,7.532629078,1.657717314,2.62801253,0.630787447,2.279284659,0.066,14.9695,0.018,3.9151,,,
CCR,100,0.1,8/15/2024,1,1,20240822_CS2_15aug24_01r1.csv,325,324,2.881054576,0.019864366,0.038015586,0.271270566,0.16350739,0.10450567,0.072487187,1.442659837,0.530004355,11.57173858,1.913757805,0.363765776,0.524445594,0.23250072,7.135772298,1.6590722,2.595749746,0.639149519,2.255672983,0.064,14.5089,0.017,3.6848,,,
CCR,92,2,5/22/2024,2,1,20240823_CC2_22may24_BOTr2.csv,300,300,4.009111244,0.095821646,0.078398671,0.198951816,0.089481949,0.088212963,0.080132695,1.45891244,0.655705333,2.825187949,0.818172865,0.888743198,0.978360589,0.876139502,2.537693746,2.223373734,2.255358056,0.985818517,1.116672159,0.058,13.1271,0.012,2.5333,,,
CCR,90,0.1,6/19/2024,1,1,20240823_CC3_19jun24_01r1.csv,300,300,6.034810289,0.080205017,0.077484932,0.163607008,0.065441307,0.076512908,0.078816744,1.450741739,0.741225723,2.851288976,0.96608586,1.012704055,0.983102431,1.184037046,2.111468678,2.500057136,2.138292891,1.169183673,0.83029702,0.053,11.9756,0.01,2.0727,,,
CCR,90,0.1,8/1/2024,2,1,20240823_CC3_1aug24_01_6am.csv,300,300,2.112186352,0.070969587,0.067348271,0.133513888,0.050853074,0.061728034,0.065532824,1.439910616,0.763274839,2.546601047,0.948973686,1.091048375,1.027702871,1.324369703,1.982439723,2.625483107,2.162937639,1.21385058,0.775993946,0.042,9.4423,0.006,1.1515,,,6am
CCR,90,0.1,8/1/2024,2,1,20240823_CC3_1aug24_01_midnight.csv,300,300,7.37125457,0.082695672,0.071677171,0.137816512,0.05180455,0.062238191,0.065686689,1.413363901,0.790248431,2.16773267,0.866758432,1.151658968,1.091197804,1.383607653,1.922739277,2.660316778,2.21433993,1.201403968,0.788661295,0.046,10.3635,0.008,1.6121,,,midnight
CCR,90,4.5,8/1/2024,2,1,20240823_CC3_1aug24_BOT_6am.csv,305,304,5.96356174,0.145757773,0.084152167,0.157846771,0.063033379,0.072001815,0.074381745,1.483555317,0.776990072,1.940445559,0.57734257,1.168750645,1.131355109,1.335041353,1.875730305,2.504177524,2.192261003,1.142280742,0.84743076,0.046,10.3635,0.009,1.8424,,,6am
CCR,90,4.5,8/1/2024,2,1,20240823_CC3_1aug24_BOT_midnight.csv,300,300,11.88498997,0.095445649,0.095344157,0.153196289,0.057606968,0.066030685,0.07816494,1.473393236,0.762793639,2.189338905,0.998936644,1.443937113,1.219781619,1.655080283,1.606771661,2.659336095,2.320077233,1.1462274,0.736992418,0.053,11.9756,0.014,2.9939,,,midnight
